blk_no,Unnamed: 0,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,total_dwelling_units,address,latitude,longitude
266,4017,PUNGGOL WAY,2,2013,N,N,N,N,Y,N,0,266 PUNGGOL WAY,1.405460028,103.8983542
266,4018,SERANGOON CTRL DR,5,1990,N,Y,N,Y,N,N,0,266 SERANGOON CTRL DR,1.353231984,103.8714726
266D,4028,COMPASSVALE BOW,1,2006,N,N,N,N,N,Y,0,266D COMPASSVALE BOW,1.381665322,103.8966435
267,4033,COMPASSVALE LINK,7,2005,N,Y,N,N,Y,N,0,267 COMPASSVALE LINK,1.383744417,103.8970466
267,4035,PUNGGOL FIELD,3,2011,N,N,N,N,Y,N,0,267 PUNGGOL FIELD,1.404063782,103.897907
267,4036,SERANGOON AVE 3,3,1995,N,Y,Y,N,N,N,0,267 SERANGOON AVE 3,1.353169666,103.8709537
267A,4041,PASIR RIS ST 21,1,1993,N,N,N,N,N,Y,0,267A PASIR RIS ST 21,1.365602729,103.963039
267A,4043,TOH GUAN RD,5,1997,N,Y,N,N,Y,N,0,267A TOH GUAN RD,1.34155989,103.7449372
268,4048,BOON LAY DR,5,2000,N,N,N,N,Y,N,0,268 BOON LAY DR,1.347837853,103.7077519
268,4050,COMPASSVALE LINK,1,2005,N,N,N,N,N,Y,0,268 COMPASSVALE LINK,1.384505643,103.8959604
268,4052,PUNGGOL FIELD,1,2012,N,N,N,N,N,Y,0,268 PUNGGOL FIELD,1.403541088,103.8971408
268A,4056,BISHAN ST 24,5,1991,N,N,N,N,Y,N,0,268A BISHAN ST 24,1.357294572,103.8427314
269,4070,COMPASSVALE LINK,6,2004,N,N,N,Y,Y,N,0,269 COMPASSVALE LINK,1.38437249,103.895653
269,4072,PUNGGOL FIELD,1,2012,N,N,N,N,N,Y,0,269 PUNGGOL FIELD,1.403420234,103.899448
269,4073,QUEEN ST,2,1983,N,Y,N,N,N,N,0,269 QUEEN ST,1.300480137,103.8539137
269A,4078,PASIR RIS ST 21,4,1993,N,N,N,N,Y,N,0,269A PASIR RIS ST 21,1.364807492,103.9634614
269A,4081,YISHUN ST 22,15,2015,Y,Y,N,N,N,Y,238,269A YISHUN ST 22,1.436902395,103.8410324
269B,4083,PASIR RIS ST 21,1,1993,N,N,N,N,N,Y,0,269B PASIR RIS ST 21,1.365430934,103.9634689
269B,4086,YISHUN ST 22,15,2015,Y,N,N,N,N,N,238,269B YISHUN ST 22,1.436495939,103.841261
27,4092,BENDEMEER RD,2,1971,N,Y,N,N,N,N,0,27 BENDEMEER RD,1.318838154,103.8628158
27,4096,JLN BERSEH,2,1978,Y,Y,N,N,N,N,3,27 JLN BERSEH,1.306600469,103.8577997
27,4098,JLN MEMBINA,1,2008,N,N,N,N,N,Y,0,27 JLN MEMBINA,1.282766501,103.8246795
27A,4106,BALAM RD,1,1999,N,N,N,N,N,Y,0,27A BALAM RD,1.330381823,103.885789
27A,4107,CHAI CHEE RD,2,1991,N,Y,N,N,N,N,0,27A CHAI CHEE RD,1.323793461,103.9232668
270,4113,PUNGGOL FIELD,2,2011,N,N,N,N,Y,N,0,270 PUNGGOL FIELD,1.40373249,103.8991301
270,4114,QUEEN ST,3,2009,N,N,Y,N,N,N,0,270 QUEEN ST,1.301001496,103.8542117
270,4115,SENGKANG CTRL,5,2008,N,N,N,Y,Y,N,0,270 SENGKANG CTRL,1.386136014,103.8942144
271,4127,JURONG WEST ST 24,5,2001,N,N,N,N,Y,N,0,271 JURONG WEST ST 24,1.350530188,103.7038874
271,4129,PUNGGOL WALK,1,2012,N,N,N,N,N,N,0,271 PUNGGOL WALK,1.403431658,103.9006272
271,4131,SENGKANG CTRL,1,2008,N,N,N,N,N,Y,0,271 SENGKANG CTRL,1.385772225,103.8945651
272,4150,JURONG WEST ST 24,1,2002,N,N,N,N,N,Y,0,272 JURONG WEST ST 24,1.350333496,103.7046641
272,4152,PUNGGOL WALK,1,2012,N,N,N,N,N,Y,0,272 PUNGGOL WALK,1.402851141,103.9007655
272,4153,SENGKANG CTRL,1,2007,N,N,N,N,N,N,0,272 SENGKANG CTRL,1.384606223,103.8937373
272A,4159,PASIR RIS ST 21,3,1993,N,N,N,N,Y,N,0,272A PASIR RIS ST 21,1.364915572,103.9650337
273,4171,BISHAN ST 24,1,2011,N,N,N,N,N,N,0,273 BISHAN ST 24,1.356357367,103.8437023
273,4172,BT BATOK EAST AVE 4,2,1985,N,Y,N,N,N,N,0,273 BT BATOK EAST AVE 4,1.348422645,103.7575792
273,4174,COMPASSVALE LINK,1,2007,N,N,N,N,N,N,0,273 COMPASSVALE LINK,1.384447123,103.8946974
273,4175,JURONG WEST AVE 3,5,1999,N,N,N,N,Y,N,0,273 JURONG WEST AVE 3,1.351994635,103.702827
273,4177,PUNGGOL PL,2,2011,N,N,N,N,Y,N,0,273 PUNGGOL PL,1.402714811,103.9018932
273A,4185,PASIR RIS ST 21,1,1993,N,N,N,N,N,Y,0,273A PASIR RIS ST 21,1.364814909,103.9638962
273A,4186,TOH GUAN RD,5,1997,N,N,N,N,Y,N,0,273A TOH GUAN RD,1.342411418,103.7459752
273C,4191,BISHAN ST 24,1,2011,N,N,N,N,N,Y,0,273C BISHAN ST 24,1.355986912,103.8437203
273E,4198,COMPASSVALE LINK,1,2008,N,N,N,N,N,Y,0,273E COMPASSVALE LINK,1.384132398,103.8940303
274,4202,COMPASSVALE BOW,1,2017,N,N,N,N,N,Y,0,274 COMPASSVALE BOW,1.381737286,103.8903404
274,4203,JURONG WEST ST 25,1,2000,N,N,N,N,N,Y,0,274 JURONG WEST ST 25,1.352542307,103.7038059
274,4205,PUNGGOL PL,1,2011,N,N,N,N,N,Y,0,274 PUNGGOL PL,1.403042747,103.9027138
274A,4209,COMPASSVALE BOW,18,2016,Y,N,N,Y,N,N,98,274A COMPASSVALE BOW,1.381553554,103.8905631
274A,4212,TOH GUAN RD,5,1996,N,N,N,N,Y,N,0,274A TOH GUAN RD,1.34156436,103.7474716
274B,4213,COMPASSVALE BOW,17,2016,Y,N,N,Y,N,N,93,274B COMPASSVALE BOW,1.381922771,103.8908757
274C,4216,COMPASSVALE BOW,17,2016,Y,N,N,Y,N,N,100,274C COMPASSVALE BOW,1.382286678,103.8911185
274D,4219,COMPASSVALE BOW,1,2017,N,Y,N,N,N,N,0,274D COMPASSVALE BOW,1.382534372,103.8911567
275,4223,BISHAN ST 24,3,2011,N,N,N,N,Y,N,0,275 BISHAN ST 24,1.35696036,103.8432938
275,4226,COMPASSVALE LINK,1,2007,N,N,N,N,N,N,0,275 COMPASSVALE LINK,1.383154266,103.894348
275,4227,JURONG WEST ST 25,1,2000,N,N,N,N,N,Y,0,275 JURONG WEST ST 25,1.353114511,103.7031352
275B,4235,BISHAN ST 24,1,2011,N,N,N,N,N,Y,0,275B BISHAN ST 24,1.356576839,103.843717
276,4243,BT BATOK EAST AVE 4,2,1985,N,Y,N,N,N,N,0,276 BT BATOK EAST AVE 4,1.347783969,103.758436
276,4245,COMPASSVALE LINK,1,2008,N,N,N,N,N,Y,0,276 COMPASSVALE LINK,1.382609005,103.8946637
276,4246,JURONG WEST ST 25,5,2000,N,Y,N,N,Y,N,0,276 JURONG WEST ST 25,1.35361178,103.7037253
276A,4250,CHOA CHU KANG AVE 2,5,1993,N,N,N,N,Y,N,0,276A CHOA CHU KANG AVE 2,1.380117377,103.74417
277,4256,BT BATOK EAST AVE 3,2,1986,N,Y,N,N,N,N,0,277 BT BATOK EAST AVE 3,1.347377146,103.758003
277,4258,COMPASSVALE LINK,1,2007,N,N,N,N,N,N,0,277 COMPASSVALE LINK,1.381963644,103.8942206
278,4269,COMPASSVALE BOW,7,2015,N,N,N,N,Y,N,0,278 COMPASSVALE BOW,1.381421733,103.8900947
278A,4273,COMPASSVALE BOW,18,2016,Y,Y,N,N,N,N,114,278A COMPASSVALE BOW,1.381880822,103.8902955
278B,4274,COMPASSVALE BOW,17,2016,Y,Y,N,N,N,N,93,278B COMPASSVALE BOW,1.382350838,103.8906414
278C,4275,COMPASSVALE BOW,17,2016,Y,N,N,N,N,N,100,278C COMPASSVALE BOW,1.382863776,103.8909864
278D,4276,COMPASSVALE BOW,1,2017,N,Y,N,N,N,N,0,278D COMPASSVALE BOW,1.382692717,103.8910571
279,4277,BISHAN ST 24,2,1991,N,Y,N,N,N,N,0,279 BISHAN ST 24,1.357222831,103.8437853
279,4278,BT BATOK EAST AVE 3,2,1986,N,Y,N,N,N,N,0,279 BT BATOK EAST AVE 3,1.348160517,103.7573373
279,4280,SENGKANG EAST AVE,6,2014,N,Y,N,N,Y,N,0,279 SENGKANG EAST AVE,1.386218354,103.8930383
28,4290,DOVER CRES,9,2007,N,Y,N,N,Y,N,0,28 DOVER CRES,1.304460927,103.7817797
28A,4303,BALAM RD,5,1995,N,N,N,N,Y,N,0,28A BALAM RD,1.330531321,103.8870622
28A,4304,BEO CRES,5,1998,N,N,N,N,Y,N,0,28A BEO CRES,1.28815925,103.8277827
28A,4306,KELANTAN RD,1,2003,N,N,N,N,N,Y,0,28A KELANTAN RD,1.306163112,103.8574567
28B,4308,HOY FATT RD,1,2005,N,N,N,N,N,Y,0,28B HOY FATT RD,1.286634762,103.8095448
280,4311,BISHAN ST 24,2,1991,N,Y,N,N,N,N,0,280 BISHAN ST 24,1.357421196,103.8442758
280,4314,SENGKANG EAST AVE,1,2015,N,N,N,N,N,Y,0,280 SENGKANG EAST AVE,1.38597901,103.8926883
281,4323,SENGKANG EAST AVE,7,2014,N,N,N,N,Y,N,0,281 SENGKANG EAST AVE,1.38552386,103.8914555
282,4329,BISHAN ST 22,4,1991,N,Y,N,N,Y,N,0,282 BISHAN ST 22,1.357773339,103.8446213
282,4331,SENGKANG EAST AVE,1,2015,N,N,N,N,N,Y,0,282 SENGKANG EAST AVE,1.385445522,103.891665
282A,4336,TOH GUAN RD,5,1997,N,Y,N,N,Y,N,0,282A TOH GUAN RD,1.340101147,103.7471072
283,4339,BISHAN ST 22,2,1991,N,Y,N,N,N,N,0,283 BISHAN ST 22,1.358919071,103.8447486
284,4345,BISHAN ST 22,2,1991,N,Y,N,N,N,N,0,284 BISHAN ST 22,1.358866665,103.8441505
284,4346,BT BATOK EAST AVE 3,2,1986,N,Y,N,N,N,N,0,284 BT BATOK EAST AVE 3,1.346699052,103.7572767
285A,4356,BT BATOK EAST AVE 3,2,1994,N,N,N,N,Y,N,0,285A BT BATOK EAST AVE 3,1.346743057,103.7577828
285E,4361,TOH GUAN RD,5,1997,N,N,N,N,Y,N,0,285E TOH GUAN RD,1.337578145,103.7468681
286,4365,COMPASSVALE CRES,1,2016,N,N,N,N,N,Y,0,286 COMPASSVALE CRES,1.397694514,103.8963201
286A,4368,COMPASSVALE CRES,15,2016,Y,N,N,N,N,N,112,286A COMPASSVALE CRES,1.397355778,103.8961933
286B,4370,COMPASSVALE CRES,15,2016,Y,N,N,N,N,N,112,286B COMPASSVALE CRES,1.397550637,103.8955932
286C,4372,COMPASSVALE CRES,15,2016,Y,N,N,Y,N,N,224,286C COMPASSVALE CRES,1.398117867,103.8964237
286E,4375,TOH GUAN RD,5,1997,N,Y,N,N,Y,N,0,286E TOH GUAN RD,1.339276314,103.7451759
287A,4381,COMPASSVALE CRES,15,2016,Y,N,N,Y,N,N,196,287A COMPASSVALE CRES,1.398437519,103.8959578
287A,4382,CHOA CHU KANG AVE 2,6,1992,N,N,N,N,Y,N,0,287A CHOA CHU KANG AVE 2,1.378757932,103.7418668
287B,4384,COMPASSVALE CRES,15,2016,Y,N,N,N,N,N,56,287B COMPASSVALE CRES,1.398803607,103.8960769
287C,4386,COMPASSVALE CRES,15,2016,Y,N,N,N,N,N,112,287C COMPASSVALE CRES,1.398731046,103.8966997
287E,4389,JURONG EAST ST 21,5,1996,N,N,N,N,Y,N,0,287E JURONG EAST ST 21,1.337557268,103.7440994
288,4392,COMPASSVALE CRES,1,2016,N,N,N,N,N,Y,0,288 COMPASSVALE CRES,1.398805513,103.8975052
288,4393,PUNGGOL PL,1,2011,N,N,N,N,N,N,0,288 PUNGGOL PL,1.401951179,103.9032981
288A,4397,COMPASSVALE CRES,15,2016,Y,N,N,N,N,N,112,288A COMPASSVALE CRES,1.39864922,103.897002
288B,4401,COMPASSVALE CRES,15,2016,Y,N,N,N,N,N,84,288B COMPASSVALE CRES,1.398446601,103.8978076
288C,4405,COMPASSVALE CRES,15,2016,Y,N,N,N,N,N,84,288C COMPASSVALE CRES,1.398388832,103.8980713
288F,4413,JURONG EAST ST 21,5,1998,N,N,N,N,Y,N,0,288F JURONG EAST ST 21,1.339746473,103.7431777
288H,4415,BT BATOK ST 25,7,1996,N,N,N,N,Y,N,0,288H BT BATOK ST 25,1.345561547,103.7601381
288J,4416,BT BATOK ST 25,1,1997,N,N,N,N,N,Y,0,288J BT BATOK ST 25,1.345332043,103.7587132
289,4418,BT BATOK ST 25,1,1996,N,N,N,N,N,Y,0,289 BT BATOK ST 25,1.344859637,103.7601245
289,4420,COMPASSVALE CRES,7,2016,N,N,N,N,Y,N,0,289 COMPASSVALE CRES,1.398057331,103.8968989
289,4421,PUNGGOL PL,1,2012,N,N,N,N,N,Y,0,289 PUNGGOL PL,1.401981718,103.9028823
289A,4425,COMPASSVALE CRES,15,2016,Y,N,N,N,N,N,154,289A COMPASSVALE CRES,1.397712,103.8977198
289B,4428,COMPASSVALE CRES,15,2016,Y,N,N,N,N,N,154,289B COMPASSVALE CRES,1.397676571,103.8973884
289C,4431,COMPASSVALE CRES,2,2017,N,Y,N,Y,N,N,0,289C COMPASSVALE CRES,1.397554342,103.8967979
289H,4438,BT BATOK ST 25,6,1997,N,Y,N,N,Y,N,0,289H BT BATOK ST 25,1.344523847,103.7599192
29,4440,BENDEMEER RD,1,2005,N,N,Y,N,N,N,0,29 BENDEMEER RD,1.319216679,103.8630209
29,4442,GHIM MOH LINK,38,2017,Y,N,N,N,N,N,294,29 GHIM MOH LINK,1.308694738,103.7840488
29,4446,LOR 5 TOA PAYOH,11,1969,Y,N,N,Y,N,N,196,29 LOR 5 TOA PAYOH,1.333090795,103.853798
29,4451,TELOK BLANGAH RISE,12,1975,Y,N,N,Y,N,N,154,29 TELOK BLANGAH RISE,1.273692236,103.8211138
29A,4453,GHIM MOH LINK,2,2017,N,Y,N,Y,N,N,0,29A GHIM MOH LINK,1.308596766,103.7845452
29A,4454,MARSILING DR,5,2002,N,N,N,N,Y,N,0,29A MARSILING DR,1.442748457,103.7729218
29B,4455,CHAI CHEE AVE,1,1995,N,Y,N,N,N,N,0,29B CHAI CHEE AVE,1.324162235,103.9239893
29C,4456,CHAI CHEE AVE,5,1995,N,N,N,N,Y,N,0,29C CHAI CHEE AVE,1.324291518,103.9242865
290,4459,COMPASSVALE CRES,5,2000,N,N,N,N,Y,N,0,290 COMPASSVALE CRES,1.396466227,103.8971673
290,4461,YISHUN ST 22,3,1986,N,Y,N,N,N,N,0,290 YISHUN ST 22,1.436062663,103.8361631
290A,4462,BISHAN ST 24,4,1996,N,N,N,N,Y,N,0,290A BISHAN ST 24,1.355614023,103.844598
290H,4473,BT BATOK ST 24,4,1996,N,N,N,N,Y,N,0,290H BT BATOK ST 24,1.343282023,103.7579868
291,4476,COMPASSVALE ST,6,1999,N,N,N,N,Y,N,0,291 COMPASSVALE ST,1.396309207,103.8980477
291F,4488,BT BATOK ST 24,3,1996,N,N,N,N,Y,N,0,291F BT BATOK ST 24,1.342738902,103.755262
292,4490,BT BATOK EAST AVE 6,7,2017,N,Y,N,N,Y,N,0,292 BT BATOK EAST AVE 6,1.344471363,103.7553946
292,4492,COMPASSVALE ST,1,2001,N,N,N,N,N,Y,0,292 COMPASSVALE ST,1.39657579,103.8990247
292,4493,PUNGGOL CTRL,4,2002,N,N,N,N,Y,N,0,292 PUNGGOL CTRL,1.402427283,103.9050584
292A,4496,BT BATOK EAST AVE 6,26,2017,Y,N,N,N,N,N,200,292A BT BATOK EAST AVE 6,1.344728446,103.7546076
292B,4498,BT BATOK EAST AVE 6,35,2017,Y,N,N,N,N,N,256,292B BT BATOK EAST AVE 6,1.344779532,103.7539617
292C,4500,BT BATOK EAST AVE 6,40,2017,Y,N,N,N,N,N,154,292C BT BATOK EAST AVE 6,1.344975788,103.7536147
292D,4501,BT BATOK EAST AVE 6,1,2018,N,N,N,N,N,Y,0,292D BT BATOK EAST AVE 6,1.345116444,103.754845
293,4503,BT BATOK ST 21,7,2017,N,N,N,Y,Y,Y,0,293 BT BATOK ST 21,1.346005319,103.7553591
293,4505,COMPASSVALE CRES,6,2015,N,N,N,N,Y,N,0,293 COMPASSVALE CRES,1.396343062,103.895312
293A,4509,BT BATOK ST 21,35,2017,Y,N,N,Y,N,N,256,293A BT BATOK ST 21,1.345935656,103.7546509
293B,4511,BT BATOK ST 21,40,2017,Y,N,N,N,N,N,154,293B BT BATOK ST 21,1.345949255,103.7542483
293C,4513,BT BATOK ST 21,40,2017,Y,N,N,N,N,N,154,293C BT BATOK ST 21,1.345370935,103.7549894
293D,4515,BT BATOK ST 21,35,2017,Y,N,N,N,N,N,256,293D BT BATOK ST 21,1.34502077,103.7552859
294,4520,YISHUN ST 22,1,1985,N,Y,N,N,N,N,0,294 YISHUN ST 22,1.436461415,103.8370663
295,4523,COMPASSVALE CRES,5,2000,N,N,N,N,Y,N,0,295 COMPASSVALE CRES,1.397601785,103.8987238
295A,4527,PUNGGOL CTRL,1,2002,N,N,N,N,N,Y,0,295A PUNGGOL CTRL,1.401922544,103.9044827
296,4530,BT BATOK ST 22,3,2017,N,N,N,N,Y,Y,0,296 BT BATOK ST 22,1.34353706,103.7469071
296,4532,COMPASSVALE CRES,1,2000,N,N,N,N,N,Y,0,296 COMPASSVALE CRES,1.39711925,103.8990721
296A,4536,BT BATOK ST 22,38,2017,Y,Y,N,N,N,N,224,296A BT BATOK ST 22,1.344093582,103.7464092
296A,4539,YISHUN ST 20,5,1999,N,N,N,N,Y,N,0,296A YISHUN ST 20,1.435367066,103.834869
296B,4540,BT BATOK ST 22,33,2017,Y,N,N,Y,N,N,261,296B BT BATOK ST 22,1.343693814,103.7473568
296C,4543,BT BATOK ST 22,38,2017,Y,N,N,N,N,N,259,296C BT BATOK ST 22,1.343697967,103.7481581
297,4550,COMPASSVALE ST,7,1999,N,Y,N,N,Y,N,0,297 COMPASSVALE ST,1.395227471,103.8998345
297C,4558,COMPASSVALE ST,1,1999,N,Y,N,N,N,Y,0,297C COMPASSVALE ST,1.394635863,103.9013658
297D,4560,COMPASSVALE ST,1,1999,N,N,N,N,N,Y,0,297D COMPASSVALE ST,1.395302453,103.9009841
299,4571,COMPASSVALE ST,7,1999,N,N,N,N,Y,N,0,299 COMPASSVALE ST,1.39670214,103.9019608
299B,4577,TAMPINES ST 22,10,2010,Y,N,N,Y,N,N,270,299B TAMPINES ST 22,1.349688793,103.9542864
299D,4579,COMPASSVALE ST,1,1999,N,N,N,N,N,Y,0,299D COMPASSVALE ST,1.39611695,103.9016709
3,4582,CHANGI VILLAGE RD,1,1975,N,Y,Y,N,N,N,0,3 CHANGI VILLAGE RD,1.389658343,103.9880918
3,4585,EUNOS CRES,2,1976,N,N,N,Y,N,N,0,3 EUNOS CRES,1.320674042,103.9032317
3,4587,GEYLANG SERAI,1,2010,N,N,N,N,N,Y,0,3 GEYLANG SERAI,1.317392335,103.8987406
3,4592,JLN BT MERAH,14,1974,Y,N,N,Y,N,N,520,3 JLN BT MERAH,1.287133555,103.8070005
3,4593,JLN KUKOH,16,1966,Y,Y,N,N,N,N,270,3 JLN KUKOH,1.288194064,103.8393928
3,4598,MARSILING RD,13,1973,Y,N,N,Y,N,N,456,3 MARSILING RD,1.439645196,103.7815891
3,4599,NORTHPOINT DR,1,2018,N,Y,N,Y,N,N,0,3 NORTHPOINT DR,1.426260436,103.8362614
3,4604,TELOK BLANGAH CRES,12,1973,Y,N,N,Y,N,N,263,3 TELOK BLANGAH CRES,1.278667847,103.8175266
3,4607,UPP BOON KENG RD,1,2007,N,N,N,N,N,Y,0,3 UPP BOON KENG RD,1.313711516,103.8726654
3A,4609,C'WEALTH DR,1,2010,N,N,Y,N,N,N,0,3A C'WEALTH DR,1.299600119,103.7980658
3A,4610,DOVER RD,1,2005,N,N,N,N,N,Y,0,3A DOVER RD,1.303674846,103.7829053
3A,4611,EVERTON PK,1,2014,N,N,N,N,N,Y,0,3A EVERTON PK,1.277023061,103.8383426
3A,4614,LOR 7 TOA PAYOH,2,1994,N,N,N,N,Y,N,0,3A LOR 7 TOA PAYOH,1.339524987,103.8544813
3A,4615,PINE CL,1,1999,N,N,N,N,N,Y,0,3A PINE CL,1.306798325,103.8829121
3A,4616,TELOK BLANGAH CRES,3,2004,N,N,N,N,Y,N,0,3A TELOK BLANGAH CRES,1.279010586,103.8175631
30,4624,CHAI CHEE AVE,10,1972,Y,N,N,Y,N,N,216,30 CHAI CHEE AVE,1.324601312,103.9249602
30,4625,GHIM MOH LINK,38,2017,Y,N,N,N,N,N,295,30 GHIM MOH LINK,1.308819853,103.783839
30,4630,MARGARET DR,47,2021,Y,N,N,N,N,N,160,30 MARGARET DR,1.298726244,103.8039618
30A,4637,CASSIA CRES,1,1997,N,N,N,N,N,Y,0,30A CASSIA CRES,1.309687215,103.8834754
30A,4639,NEW UPP CHANGI RD,5,2000,N,N,N,N,Y,N,0,30A NEW UPP CHANGI RD,1.323198777,103.9349452
301,4641,ANCHORVALE DR,5,1999,N,N,N,N,Y,N,0,301 ANCHORVALE DR,1.388881203,103.8915405
301,4647,PUNGGOL CTRL,5,2008,N,Y,N,N,Y,N,0,301 PUNGGOL CTRL,1.403719398,103.906138
302,4662,ANCHORVALE LINK,1,2000,N,N,N,N,N,Y,0,302 ANCHORVALE LINK,1.38809685,103.8914413
302,4665,CHOA CHU KANG AVE 4,1,1992,N,Y,N,N,N,N,0,302 CHOA CHU KANG AVE 4,1.385016544,103.7433394
302,4669,PUNGGOL PL,5,2009,N,N,N,N,Y,N,0,302 PUNGGOL PL,1.404871839,103.9045761
3022,4685,UBI RD 3,6,1999,N,N,N,N,Y,N,0,3022 UBI RD 3,1.328901828,103.8958487
303,4686,ANCHORVALE LINK,5,1999,N,Y,N,N,Y,N,0,303 ANCHORVALE LINK,1.387381945,103.8906061
303,4693,PUNGGOL CTRL,1,2009,N,N,N,N,N,Y,0,303 PUNGGOL CTRL,1.404023813,103.9058046
304,4706,ANCHORVALE LINK,6,1999,N,N,N,N,Y,N,0,304 ANCHORVALE LINK,1.387878365,103.8893029
304,4710,CHOA CHU KANG AVE 4,2,1992,N,Y,N,N,N,N,0,304 CHOA CHU KANG AVE 4,1.384494069,103.7431465
304A,4721,WOODLANDS ST 31,1,1988,N,Y,N,N,N,N,0,304A WOODLANDS ST 31,1.430588295,103.7736686
304B,4723,WOODLANDS ST 31,1,1988,N,Y,N,N,N,N,0,304B WOODLANDS ST 31,1.429850838,103.7743419
304C,4724,ANCHORVALE LINK,1,2000,N,N,N,N,N,Y,0,304C ANCHORVALE LINK,1.388298758,103.8892615
305,4726,ANCHORVALE LINK,5,1999,N,N,N,N,Y,N,0,305 ANCHORVALE LINK,1.388725145,103.8877725
305,4733,PUNGGOL RD,1,2010,N,N,N,N,Y,N,0,305 PUNGGOL RD,1.405904536,103.9062858
305,4738,WOODLANDS ST 31,1,1988,N,Y,N,N,Y,N,0,305 WOODLANDS ST 31,1.430361458,103.7741024
305C,4745,PUNGGOL RD,1,2010,N,N,N,N,N,Y,0,305C PUNGGOL RD,1.405421845,103.9069069
306,4749,ANCHORVALE LINK,5,1999,N,N,N,N,Y,N,0,306 ANCHORVALE LINK,1.390441441,103.888411
306,4759,UBI AVE 1,3,1988,N,Y,N,Y,N,N,0,306 UBI AVE 1,1.329872195,103.9019297
306A,4762,ANG MO KIO AVE 1,1,2005,N,N,N,N,N,Y,0,306A ANG MO KIO AVE 1,1.365511951,103.8462792
306A,4764,CHOA CHU KANG AVE 4,1,1992,N,Y,N,N,N,N,0,306A CHOA CHU KANG AVE 4,1.385150035,103.7429682
306A,4765,CANBERRA RD,5,1997,N,Y,N,N,Y,N,0,306A CANBERRA RD,1.445358562,103.8225877
306A,4766,CLEMENTI AVE 4,1,2007,N,N,N,N,N,Y,0,306A CLEMENTI AVE 4,1.321238324,103.7657225
306A,4768,WOODLANDS ST 31,4,1986,N,Y,N,N,N,N,0,306A WOODLANDS ST 31,1.430100253,103.7751251
306B,4770,CANBERRA RD,4,1997,N,Y,N,N,Y,N,0,306B CANBERRA RD,1.446519688,103.8220965
306D,4774,ANCHORVALE LINK,1,2000,N,N,N,N,N,Y,0,306D ANCHORVALE LINK,1.390134431,103.8884541
307,4776,ANCHORVALE RD,1,2000,N,N,N,N,N,Y,0,307 ANCHORVALE RD,1.390331476,103.8867681
307,4787,YISHUN RING RD,5,1989,N,N,N,N,Y,N,0,307 YISHUN RING RD,1.430761556,103.8408707
307A,4790,TAMPINES ST 32,4,1992,N,N,N,N,Y,N,0,307A TAMPINES ST 32,1.353389759,103.9563503
307D,4795,ANG MO KIO AVE 1,1,2011,N,N,N,Y,N,N,0,307D ANG MO KIO AVE 1,1.365287615,103.8455124
308,4797,ANCHORVALE RD,5,2000,N,Y,N,N,Y,N,0,308 ANCHORVALE RD,1.389253975,103.8864451
308,4804,PUNGGOL WALK,1,2015,N,N,N,N,N,N,0,308 PUNGGOL WALK,1.407802653,103.8996094
308C,4817,ANG MO KIO AVE 1,3,2011,N,N,N,N,Y,N,0,308C ANG MO KIO AVE 1,1.36569665,103.8443473
309,4819,ANCHORVALE RD,1,2000,N,N,N,N,N,Y,0,309 ANCHORVALE RD,1.391316753,103.8853969
309,4822,CHOA CHU KANG AVE 4,7,2000,N,Y,N,Y,N,N,0,309 CHOA CHU KANG AVE 4,1.385112955,103.7457952
309A,4833,CLEMENTI AVE 4,2,2006,N,N,N,N,Y,N,0,309A CLEMENTI AVE 4,1.320524079,103.7662707
309B,4834,ANG MO KIO ST 31,5,2002,N,N,N,Y,Y,N,0,309B ANG MO KIO ST 31,1.364647456,103.84631
31,4840,BENDEMEER RD,12,1970,Y,N,N,N,N,N,288,31 BENDEMEER RD,1.319571399,103.8636806
31,4841,CHAI CHEE AVE,10,1972,Y,N,N,Y,N,N,216,31 CHAI CHEE AVE,1.324201403,103.9248789
31,4843,GHIM MOH LINK,38,2017,Y,N,N,N,N,N,147,31 GHIM MOH LINK,1.309603663,103.7840235
31,4845,KELANTAN LANE,5,1978,N,Y,N,N,Y,N,0,31 KELANTAN LANE,1.306303685,103.8568268
31,4846,LOR 5 TOA PAYOH,11,1969,Y,N,N,Y,N,N,346,31 LOR 5 TOA PAYOH,1.333218365,103.8545172
31,4849,MARGARET DR,26,2021,Y,N,N,N,N,N,124,31 MARGARET DR,1.298250973,103.8039615
31A,4853,CIRCUIT RD,6,1998,N,N,N,N,Y,N,0,31A CIRCUIT RD,1.329180486,103.8854701
31A,4854,EUNOS CRES,5,2005,N,N,N,Y,Y,N,0,31A EUNOS CRES,1.320034,103.901616
31A,4855,GHIM MOH LINK,7,2017,N,N,N,Y,Y,N,0,31A GHIM MOH LINK,1.309328822,103.7843542
31A,4856,MARGARET DR,7,2021,N,Y,N,N,Y,N,0,31A MARGARET DR,1.29850653,103.8035573
31B,4857,GHIM MOH LINK,1,2017,N,N,N,N,N,Y,0,31B GHIM MOH LINK,1.308836592,103.7843871
310,4858,ANCHORVALE RD,6,2000,N,N,N,N,Y,N,0,310 ANCHORVALE RD,1.390398382,103.8851578
310,4864,PUNGGOL WALK,1,2015,N,N,N,N,N,N,0,310 PUNGGOL WALK,1.409430743,103.9007228
